,bookID,title,authors,author_only,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
3340,12157,The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond,Louise Borden,4.11,618339248,9780000000000.0,eng,80.0,1136.0,224,9/26/05,HMH Books for Young Readers
5402,19435,Vampires Don't Wear Polka Dots (The Adventures of the Bailey School Kids #1),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,Debbie Dadey,3.81,059043411X,9780000000000.0,eng,80.0,6983.0,215,1/1/91,Scholastic
2043,7340,The Maps of Tolkien's Middle-earth,Brian Sibley/John  Howe/J.R.R. Tolkien,Brian Sibley,4.14,061839110X,9780000000000.0,eng,80.0,7649.0,31,10/2/03,Houghton Mifflin Harcourt
3038,11166,Dawn (The Night Trilogy #2),Elie Wiesel/Frances Frenaye,Elie Wiesel,3.87,809037726,9780000000000.0,eng,81.0,12576.0,975,3/21/06,Hill and Wang
61,85,The Heidi Chronicles,Wendy Wasserstein,Wendy Wasserstein,3.75,822205106,9780000000000.0,eng,81.0,1423.0,70,3/1/02,Dramatists Play Service
2151,7714,Pygmalion,George Bernard Shaw,George Bernard Shaw,3.9,486282228,9780000000000.0,eng,82.0,76944.0,1636,10/20/94,Dover Publications
9980,40153,The Whalestoe Letters,Mark Z. Danielewski,Mark Z. Danielewski,4.04,375714413,9780000000000.0,eng,83.0,2112.0,96,10/10/00,Pantheon
3183,11627,The Colossus and Other Poems,Sylvia Plath,Sylvia Plath,4.19,375704469,9780000000000.0,eng,84.0,9140.0,224,5/19/98,Vintage
2597,9525,Chicken with Plums,Marjane Satrapi,Marjane Satrapi,3.86,375424156,9780000000000.0,eng,84.0,8539.0,667,10/3/06,Pantheon Books
7381,28382,Diary of a Madman and Other Stories,Nikolai Gogol,Nikolai Gogol,4.12,486452352,9780000000000.0,eng,84.0,7266.0,210,12/29/06,Dover Publications
7504,28748,The Very Persistent Gappers of Frip,George Saunders/Lane Smith,George Saunders,4.11,1932416374,9780000000000.0,eng,84.0,2457.0,356,3/29/06,McSweeney's
5617,20657,Some Ether,Nick Flynn,Nick Flynn,4.16,1555973035,9780000000000.0,eng,85.0,1683.0,87,5/1/00,Graywolf Press
7534,28865,Le Petit Prince,Antoine de Saint-Exupéry,Antoine de Saint-Exupéry,4.31,156013983,9780000000000.0,fre,87.0,3045.0,215,9/4/01,Mariner Books
2157,7724,The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,Franz Kafka,4.03,486290301,9780000000000.0,eng,88.0,2474.0,126,4/12/96,Dover Publications
216,493,My Inventions,Nikola Tesla,Nikola Tesla,4.01,1599869942,9780000000000.0,eng,88.0,2862.0,262,5/17/06,Filiquarian Publishing  LLC.
10489,42632,Thirst,Mary Oliver,Mary Oliver,4.36,807068969,9780000000000.0,eng,88.0,3689.0,351,10/15/06,Beacon Press
1803,6311,Charlie and the Chocolate Factory: A Play,Richard R. George/Roald Dahl,Richard R. George,4.33,140311254,9780000000000.0,eng,89.0,2760.0,47,9/27/79,Puffin Books
3243,11824,The Whipping Boy,Sid Fleischman/Peter Sís,Sid Fleischman,3.57,60521228,9780000000000.0,eng,90.0,21191.0,1162,4/15/03,Greenwillow Books
9782,39077,The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possible,Brian Tracy,Brian Tracy,4.05,1583762051,9780000000000.0,eng,91.0,1627.0,88,11/13/00,Berrett-Koehler Publishers
3603,13023,Alice in Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,Lewis Carroll,4.03,517223627,9780000000000.0,eng,92.0,364782.0,5234,9/7/04,Gramercy Books
5973,22362,JLA Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,Grant Morrison,3.98,156389369X,9780000000000.0,eng,93.0,3714.0,96,4/1/97,DC Comics
5332,19181,Beowulf: A New Telling,Robert Nye,Robert Nye,3.5,440905605,9780000000000.0,eng,94.0,1690.0,326,3/15/82,Dell
5962,22339,Death: The Time of Your Life (Death of the Endless #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,Neil Gaiman,4.22,1563893339,9780000000000.0,eng,95.0,12377.0,198,12/1/97,Vertigo
9619,38331,Big Baby,Charles Burns,Charles Burns,3.96,1560978007,9780000000000.0,eng,96.0,1368.0,58,2/17/07,Fantagraphics
681,2166,The Old Man and the Sea,Ernest Hemingway,Ernest Hemingway,3.79,684830493,9780000000000.0,eng,96.0,964317.0,30372,9/1/96,Scribner
6052,22623,Existentialism and Human Emotions,Jean-Paul Sartre,Jean-Paul Sartre,3.84,806509023,9780000000000.0,eng,96.0,4190.0,147,12/1/00,Citadel
1898,6693,Fantastic Mr. Fox,Roald Dahl/Quentin Blake,Roald Dahl,4.05,375822070,9780000000000.0,eng,96.0,83723.0,2503,6/11/02,Knopf
2884,10654,Coach: Lessons on the Game of Life,Michael   Lewis,Michael   Lewis,3.82,393060918,9780000000000.0,eng,96.0,1502.0,167,4/17/05,W. W. Norton
6413,24073,The Contest (Everest #1),Gordon Korman,Gordon Korman,3.85,439401399,9780000000000.0,eng,96.0,3561.0,230,8/1/02,Scholastic
3175,11611,Stand by Me,Raynold Gideon,Raynold Gideon,4.32,9998691567,9790000000000.0,eng,96.0,1436.0,24,6/1/86,Columbia Pictures Pubns
5403,19436,Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids #2),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,Debbie Dadey,3.82,590440616,9780000000000.0,eng,96.0,2175.0,76,7/1/91,Scholastic
11143,45653,The Little Prince,Antoine de Saint-Exup�ry,Antoine de Saint-Exup�ry,4.32,590129279,9780000000000.0,eng,96.0,1695065.0,50638,6/29/00,Houghton Mifflin Harcourt
200,434,Ghosts (The New York Trilogy #2),Paul Auster,Paul Auster,3.64,014009735X,9780000000000.0,eng,96.0,3672.0,195,7/7/87,Penguin
10737,43723,Hellblazer: Setting Sun,Warren Ellis/Frank Teran/Tim Bradstreet/Javier Pulido/James Romberger/Marcelo Frusín,Warren Ellis,4.2,1401202454,9780000000000.0,eng,96.0,2583.0,35,10/1/04,Vertigo
5975,22364,JLA: Earth 2,Grant Morrison/Frank Quitely,Grant Morrison,3.97,1563896311,9780000000000.0,eng,96.0,5165.0,143,10/1/00,DC Comics
8243,31626,The Gift of the Magi and Other Short Stories,O. Henry,O. Henry,4.15,486270610,9780000000000.0,eng,96.0,4616.0,133,2/5/92,Dover Publications
4113,14656,Encyclopedia Brown Solves Them All (Encyclopedia Brown #5),Donald J. Sobol/Leonard W. Shortall,Donald J. Sobol,4.01,553480804,9780000000000.0,eng,96.0,2602.0,49,12/1/92,Yearling
6609,24820,Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,Bill Watterson,Bill Watterson,4.71,740721356,9780000000000.0,eng,96.0,3613.0,85,9/17/01,andrews McMeel Publishing
1401,4894,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,Spencer Johnson,3.8,91883768,9780000000000.0,eng,96.0,311436.0,8421,2/7/02,Vermilion
9791,39105,Love Poems,Nikki Giovanni,Nikki Giovanni,4.26,688149898,9780000000000.0,eng,96.0,1743.0,134,2/14/97,William Morrow
8996,34898,My Father's Dragon (My Father's Dragon #1),Ruth Stiles Gannett,Ruth Stiles Gannett,4.1,440421217,9780000000000.0,eng,96.0,30987.0,1535,12/27/05,Yearling
6165,23183,The Book of Questions,Pablo Neruda/William O'Daly,Pablo Neruda,4.04,1556591608,9780000000000.0,eng,96.0,2180.0,224,4/1/01,Copper Canyon Press
5698,21182,The Wisdom of Life,Arthur Schopenhauer/Thomas Bailey Saunders,Arthur Schopenhauer,4.14,486435504,9780000000000.0,eng,96.0,1487.0,77,3/8/04,Dover Publications
1537,5308,The Pearl,John Steinbeck,John Steinbeck,3.46,142000698,9780000000000.0,eng,96.0,160706.0,6198,1/8/02,Penguin
8893,34324,The School Skeleton (A to Z Mysteries #19),Ron Roy/John Steven Gurney,Ron Roy,3.99,375813683,9780000000000.0,eng,96.0,1844.0,70,1/28/03,Random House
6921,26049,Spellbound (Once Upon #1),Nora Roberts,Nora Roberts,3.8,515140775,9780000000000.0,eng,96.0,6798.0,162,9/27/05,Jove
4403,15782,Sideways Arithmetic from Wayside School (Wayside School #2.5),Louis Sachar,Louis Sachar,3.88,747569126,9780000000000.0,eng,96.0,3708.0,74,5/1/04,Bloomsbury U.S.A. Children's Books
7031,26595,Earthquake in the Early Morning (Magic Tree House #24),Mary Pope Osborne/Salvatore Murdocca,Mary Pope Osborne,3.94,067989070X,9780000000000.0,eng,96.0,6816.0,227,6/15/10,Random House
1570,5371,Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,Paula Danziger,3.84,142406198,9780000000000.0,eng,96.0,4787.0,189,9/7/06,Puffin Books
8207,31456,The Twits,Roald Dahl/Quentin Blake,Roald Dahl,3.96,141318309,9780000000000.0,eng,96.0,98823.0,2552,6/24/04,Puffin Books
6178,23222,Valentine Princess (The Princess Diaries #7.75),Meg Cabot,Meg Cabot,3.67,60847182,9780000000000.0,eng,96.0,9517.0,219,12/12/06,HarperCollins
10648,43372,The Missionary Position: Mother Teresa in Theory and Practice,Christopher Hitchens,Christopher Hitchens,4.06,185984054X,9780000000000.0,eng,98.0,7240.0,571,4/17/97,Verso
6594,24785,The Foundling and Other Tales of Prydain,Lloyd Alexander,Lloyd Alexander,3.93,805080538,9780000000000.0,eng,98.0,3637.0,157,5/16/06,Square Fish
6486,24374,Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,Harold Bloom,4.41,791077640,9780000000000.0,eng,98.0,4687.0,19,6/30/04,Chelsea House Publications
6664,24978,Inside Job,Connie Willis,Connie Willis,3.67,1596060247,9780000000000.0,eng,99.0,1442.0,180,6/1/05,Subterranean Press
146,292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,Kahlil Gibran,4.08,067943920X,9780000000000.0,eng,100.0,3015.0,217,6/14/11,Knopf
4551,16336,The Unexpected Guest: A Play In Two Acts,Agatha Christie,Agatha Christie,3.83,573014671,9780000000000.0,eng,100.0,2813.0,167,11/12/10,Samuel French Ltd
2019,7230,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,Henri J.M. Nouwen,4.26,232521026,9780000000000.0,eng,100.0,8024.0,317,11/1/94,Darton  Longman and Todd
4651,16681,Heart of Darkness,Joseph Conrad,Joseph Conrad,3.42,1599869500,9780000000000.0,eng,101.0,1363.0,58,9/24/06,Filiquarian Publishing  LLC.
8928,34508,Interesting Times: The Play,Stephen Briggs/Terry Pratchett,Stephen Briggs,4.15,413772195,9780000000000.0,eng,102.0,21339.0,176,7/4/02,Bloomsbury Methuen Drama
2337,8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,Thomas Jefferson,3.82,1557091846,9780000000000.0,eng,103.0,1038.0,100,8/1/06,Applewood Books
3474,12615,Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,Noam Chomsky,4.02,1583225366,9780000000000.0,eng,103.0,4332.0,320,9/3/02,Tor Books
8295,31862,Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,René Descartes,3.71,872204200,9780000000000.0,eng,103.0,24689.0,326,6/15/99,Hackett Publishing Company  Inc.
5303,19104,The Overcoat and Other Short Stories,Nikolai Gogol,Nikolai Gogol,4.21,486270572,9780000000000.0,rus,103.0,8944.0,196,2/21/92,Dover Publications
10585,43073,Who Was Anne Frank?,Ann Abramson/Nancy Harrison,Ann Abramson,4.26,448444828,9780000000000.0,eng,103.0,1953.0,293,1/18/07,Penguin
302,890,of Mice and Men,John Steinbeck,John Steinbeck,3.87,142000671,9780000000000.0,eng,103.0,2200169.0,40656,1/8/02,Penguin
6350,23875,El coronel no tiene quien le escriba,Gabriel García Márquez,Gabriel García Márquez,3.75,307350436,9780000000000.0,spa,104.0,19205.0,711,2/7/06,Plaza and Janés
765,2494,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,H.G. Wells,3.89,141439971,9780000000000.0,eng,104.0,3094.0,301,3/31/05,Penguin
3470,12590,One Writer's Beginnings,Eudora Welty,Eudora Welty,4.06,674639278,9780000000000.0,eng,104.0,2717.0,232,7/21/98,Harvard University Press
208,463,The Red Notebook: True Stories,Paul Auster,Paul Auster,3.77,811214982,9780000000000.0,eng,104.0,2390.0,120,6/17/02,New Directions
10701,43554,The Quitter,Harvey Pekar/Dean Haspiel,Harvey Pekar,3.6,1401204007,9780000000000.0,eng,104.0,1318.0,125,9/6/06,Vertigo
4684,16791,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,Neil Gaiman,4.19,1852864982,9780000000000.0,eng,104.0,38276.0,462,6/9/94,Titan Books
7828,30125,The Missing Piece Meets the Big O,Shel Silverstein,Shel Silverstein,4.34,60256575,9780000000000.0,eng,104.0,10503.0,11559,1/24/06,HarperCollins
5986,22401,The Invisibles Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,Grant Morrison,4.17,1563894440,9780000000000.0,eng,104.0,3882.0,74,2/1/98,Vertigo
247,667,Anthem,Ayn Rand,Ayn Rand,3.63,452281253,9780000000000.0,eng,105.0,110952.0,7277,12/1/99,NAL
6745,25245,Introduction to the Philosophy of History with Selections from The Philosophy of Right,Georg Wilhelm Friedrich Hegel/Leo Rauch,Georg Wilhelm Friedrich Hegel,3.76,872200566,9780000000000.0,eng,106.0,1088.0,52,6/1/88,Hackett Publishing Company  Inc.
3357,12220,A Streetcar Named Desire,Tennessee Williams,Tennessee Williams,3.98,822210894,9780000000000.0,eng,107.0,235224.0,2409,12/1/52,Dramatists Play Service
3439,12517,On Directing Film,David Mamet,David Mamet,3.86,140127224,9780000000000.0,eng,107.0,2448.0,146,1/1/92,Penguin
2097,7552,The Acme Novelty Library,Chris Ware,Chris Ware,4.31,375422951,9780000000000.0,eng,108.0,2786.0,77,9/20/05,Pantheon Books
7677,29514,The Lost Continent,Edgar Rice Burroughs,Edgar Rice Burroughs,3.68,1600961509,9780000000000.0,eng,108.0,1235.0,59,7/30/08,Waking Lion Press
2394,8712,Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,Hélène Greven-Borde,4.27,2864603497,9780000000000.0,fre,108.0,2122.0,86,11/1/98,Klincksieck
3040,11168,Day (The Night Trilogy #3),Elie Wiesel/Anne Borchardt,Elie Wiesel,3.84,809023091,9780000000000.0,eng,109.0,7332.0,465,3/21/06,Hill and Wang
9442,37405,Playing in the Dark: Whiteness and the Literary Imagination,Toni Morrison,Toni Morrison,4.24,674673778,9780000000000.0,eng,110.0,3738.0,241,5/1/92,Harvard University Press
686,2182,Three Tales,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,Gustave Flaubert,3.69,140448004,9780000000000.0,eng,110.0,3190.0,150,1/27/05,Penguin
2037,7331,Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,J.R.R. Tolkien,4.25,618512659,9780000000000.0,eng,111.0,7043.0,767,11/15/04,Mariner Books
10715,43630,Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,Kenneth H. Blanchard/Drea Zigarmi/Patricia Zigarmi,Kenneth H. Blanchard,3.97,688039693,9780000000000.0,eng,111.0,2592.0,123,10/20/99,William Morrow
892,2917,How Angel Peterson Got His Name,Gary Paulsen,Gary Paulsen,3.93,440229359,9780000000000.0,eng,111.0,1177.0,218,8/10/04,Yearling
3480,12627,What Uncle Sam Really Wants,Noam Chomsky/Arthur Naiman/David Barsamian/Sandy Niemann,Noam Chomsky,3.99,1878825011,9780000000000.0,eng,111.0,1679.0,133,1/1/92,Odonian Press
6706,25100,Dream Country (The Sandman #3),Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,Neil Gaiman,4.24,156389226X,9780000000000.0,eng,111.0,84421.0,1201,2/5/99,DC Comics
9947,40016,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,Nathaniel Hawthorne,3.86,486270602,9780000000000.0,eng,111.0,9101.0,126,2/5/92,Dover Publications
8159,31294,Fat Pig,Neil LaBute,Neil LaBute,3.56,057121150X,9780000000000.0,eng,112.0,2356.0,103,11/29/04,Farrar  Straus and Giroux
10508,42714,The Giggler Treatment,Roddy Doyle/Brian Ajhar,Roddy Doyle,4.17,439993857,9780000000000.0,eng,112.0,1425.0,149,7/20/01,Scholastic
1546,5328,A Christmas Carol,Charles Dickens,Charles Dickens,4.05,1580495796,9780000000000.0,eng,112.0,6671.0,490,1/1/12,Penguin
5982,22392,New X-Men Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,Grant Morrison,3.75,785113452,9780000000000.0,eng,112.0,1797.0,55,11/15/06,Marvel
7829,30128,Lafcadio the Lion Who Shot Back,Shel Silverstein,Shel Silverstein,4.15,60256753,9780000000000.0,eng,112.0,5308.0,307,9/24/13,HarperCollins
267,766,Memoria de mis putas tristes,Gabriel García Márquez,Gabriel García Márquez,3.6,1400095808,9780000000000.0,spa,112.0,5856.0,377,10/19/04,Vintage
2943,10879,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,Anita Thompson,Anita Thompson,3.96,1555916228,9780000000000.0,eng,112.0,1052.0,36,7/1/07,Fulcrum Publishing
7827,30122,The Missing Piece (The Missing Piece #1),Shel Silverstein,Shel Silverstein,4.28,60256710,9780000000000.0,eng,112.0,24366.0,746,1/24/06,HarperCollins
4973,17914,The Real Thing,Tom Stoppard,Tom Stoppard,3.94,571125298,9780000000000.0,eng,112.0,3553.0,140,4/17/00,Farrar  Straus and Giroux
5137,18521,A Room of One's Own,Virginia Woolf,Virginia Woolf,4.14,141183535,9780000000000.0,eng,112.0,80536.0,3436,1/1/00,Penguin
10114,40795,Turtle Island,Gary Snyder/Michael Corr,Gary Snyder,4.09,811205460,9780000000000.0,eng,112.0,3809.0,105,1/17/74,New Directions
1610,5508,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,Ruud van der Rol,4.27,140369260,9780000000000.0,eng,113.0,24181.0,242,5/1/95,Puffin Books
3037,11165,Night (The Night Trilogy #1),Elie Wiesel,Elie Wiesel,4.35,374500010,9780000000000.0,eng,115.0,1089816.0,32371,11/16/06,Hill and Wang
6281,23617,Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,J.R.R. Tolkien,3.87,7149115,9780000000000.0,eng,116.0,8775.0,413,9/2/02,HarperCollins
6560,24686,Toys Go Out: Being the Adventures of a Knowledgeable Stingray a Toughy Little Buffalo and Someone Called Plastic (Toys #1),Emily Jenkins/Paul O. Zelinsky,Emily Jenkins,3.94,375836047,9780000000000.0,eng,116.0,3983.0,513,9/12/06,Schwartz and Wade Books
6866,25807,The Postman Always Rings Twice,James M. Cain,James M. Cain,3.8,752861743,9780000000000.0,eng,116.0,23157.0,1287,9/9/10,Orion
7398,28418,Taxi Driver,Paul Schrader,Paul Schrader,4.12,571203159,9780000000000.0,eng,116.0,1030.0,24,2/21/00,Faber  Faber
4096,14560,Psyche in a Dress,Francesca Lia Block,Francesca Lia Block,3.84,60763728,9780000000000.0,eng,116.0,2449.0,217,9/1/06,Joanna Cotler Books
263,762,Crónica de una muerte anunciada,Gabriel García Márquez,Gabriel García Márquez,3.97,1400034957,9780000000000.0,spa,118.0,7888.0,411,10/14/03,Vintage
2607,9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,Robert A. Johnson,4.04,62507540,9780000000000.0,eng,118.0,2685.0,182,6/9/09,HarperCollins
6535,24601,Paris Spleen,Charles Baudelaire/Louise Varèse,Charles Baudelaire,4.3,811200078,9780000000000.0,eng,118.0,7792.0,176,1/17/70,New Directions
7028,26591,Ancient Greece and the Olympics (Magic Tree House Research Guide #10),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,Mary Pope Osborne,4.05,375823786,9780000000000.0,eng,119.0,1073.0,30,6/8/04,Random House
944,3087,A Room with a View,E.M. Forster,E.M. Forster,3.91,1420925431,9780000000000.0,eng,119.0,128596.0,3422,1/1/05,Digireads.com
9184,35819,Lair of the White Worm,Bram Stoker,Bram Stoker,2.86,646418424,9780000000000.0,eng,120.0,2276.0,244,10/1/02,Deodand Publishing
5368,19351,The Epic of Gilgamesh,Anonymous/N.K. Sandars,Anonymous,3.68,141026286,9780000000000.0,eng,120.0,54162.0,1368,5/4/06,Penguin
6353,23878,Chronicle of a Death Foretold,Gabriel García Márquez/Gregory Rabassa,Gabriel García Márquez,3.97,140003471X,9780000000000.0,eng,120.0,69912.0,2789,10/7/03,Vintage
5964,22345,New X-Men Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,Grant Morrison,4.06,785110674,9780000000000.0,eng,120.0,2113.0,54,11/15/06,Marvel
1122,3765,Octopussy and the Living Daylights (James Bond #14),Ian Fleming,Ian Fleming,3.55,142003298,9780000000000.0,eng,120.0,5074.0,211,4/6/04,Penguin
773,2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,Henri J.M. Nouwen,4.34,824512596,9780000000000.0,eng,120.0,8228.0,410,10/1/92,Crossroad
2641,9644,Why I Write,George Orwell,George Orwell,4.03,143036351,9780000000000.0,eng,120.0,6389.0,541,9/6/05,Penguin
4267,15239,The Lord of the Rings: official Movie Guide,Brian Sibley,Brian Sibley,4.39,618154027,9780000000000.0,eng,120.0,6356.0,21,11/6/01,Houghton Mifflin Harcourt
3333,12137,Buried Child,Sam Shepard,Sam Shepard,3.91,307274977,9780000000000.0,eng,120.0,6746.0,178,2/14/06,Vintage
8952,34600,The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn,Randy Alcorn,4.13,1590525086,9780000000000.0,eng,120.0,4088.0,290,10/9/01,Multnomah
4554,16343,The Mysterious Affair at Styles (Hercule Poirot #1),Agatha Christie,Agatha Christie,3.99,646418432,9780000000000.0,eng,121.0,196377.0,3885,10/21/02,Deodand
4980,17946,Seven Nights,Jorge Luis Borges/Eliot Weinberger,Jorge Luis Borges,4.33,811209059,9780000000000.0,eng,121.0,1037.0,60,5/29/85,New Directions Publishing Corporation
3267,11926,Moderato cantabile,Marguerite Duras,Marguerite Duras,3.51,3518376780,9780000000000.0,fre,122.0,2525.0,112,1/1/85,Suhrkamp
4875,17544,The Quiet Little Woman: A Christmas Story,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,Louisa May Alcott,3.67,1562926160,9780000000000.0,eng,122.0,1195.0,191,4/21/09,Honor Books
2124,7613,Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,George Orwell,3.93,452284244,9780000000000.0,eng,122.0,2111750.0,29677,5/6/03,NAL
3362,12230,Pygmalion,George Bernard Shaw/Dan H. Laurence/Nicholas Grene,George Bernard Shaw,3.9,141439505,9780000000000.0,eng,122.0,2085.0,179,1/30/03,Penguin
1599,5481,Brave New World Revisited,Aldous Huxley,Aldous Huxley,3.95,60898526,9780000000000.0,eng,123.0,12989.0,740,9/5/06,HarperCollins
3320,12090,En attendant Godot,Samuel Beckett,Samuel Beckett,3.83,2707301485,9780000000000.0,fre,124.0,1751.0,74,7/3/95,Éditions de Minuit
